01011001, 쌀밥
01012001, 잡곡밥
01014001, 김치볶음밥
01014008, 알밥
02011010, 라면
04012001, 근대된장국
04012006, 콩나물국
04016001, 부대찌개
08011004, 어묵볶음
09012002, 메추리알장조림
11013007, 시금치나물
12011008, 배추김치
